invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,sales,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,hour,calculated_sales,day,day_of_week,month,week,is_weekend
144-51-6085,Alex,Yangon,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05:00,Credit card,282.96,4.761904762,14.148,4.4,16,297.108,5,Saturday,1,1,1
731-14-2199,Alex,Yangon,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,2019-01-04,13:34:00,Ewallet,355.4,4.761904762,17.77,7.0,13,373.16999999999996,4,Friday,1,1,0
783-09-1637,Cairo,Mandalay,Normal,Female,Sports and travel,67.43,5,16.8575,354.0075,2019-03-06,18:13:00,Ewallet,337.15,4.761904762,16.8575,6.3,18,354.00750000000005,6,Wednesday,3,10,0
687-15-1097,Giza,Naypyitaw,Member,Female,Health and beauty,21.12,2,2.112,44.352,2019-01-03,19:17:00,Cash,42.24,4.761904762,2.112,9.7,19,44.352000000000004,3,Thursday,1,1,0
126-54-1082,Alex,Yangon,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00,Credit card,193.86,4.761904762,9.693,8.8,11,203.553,7,Monday,1,2,0
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,15:51:00,Cash,24.06,4.761904762,1.203,5.1,15,25.262999999999998,27,Sunday,1,4,1
477-24-6490,Cairo,Mandalay,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52:00,Ewallet,598.26,4.761904762,29.913,7.9,16,628.173,26,Tuesday,2,9,0
566-19-5475,Cairo,Mandalay,Normal,Male,Fashion accessories,47.97,7,16.7895,352.5795,2019-01-07,20:52:00,Cash,335.79,4.761904762,16.7895,6.2,20,352.57949999999994,7,Monday,1,2,0
526-86-8552,Giza,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,2019-01-07,17:36:00,Cash,218.2,4.761904762,10.91,7.1,17,229.10999999999999,7,Monday,1,2,0
376-56-3573,Giza,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23:00,Ewallet,381.68,4.761904762,19.084,6.4,13,400.764,2,Saturday,2,5,1
537-72-0426,Giza,Naypyitaw,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28:00,Cash,709.9,4.761904762,35.495,5.7,16,745.395,20,Wednesday,3,12,0
828-61-5674,Alex,Yangon,Member,Male,Sports and travel,44.02,10,22.01,462.21,2019-03-20,19:57:00,Credit card,440.2,4.761904762,22.01,9.6,19,462.21000000000004,20,Wednesday,3,12,0
136-08-6195,Alex,Yangon,Normal,Female,Home and lifestyle,69.96,8,27.984,587.664,2019-02-15,17:01:00,Credit card,559.68,4.761904762,27.984,6.4,17,587.664,15,Friday,2,7,0
523-38-0215,Giza,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29:00,Credit card,37.0,4.761904762,1.85,7.9,13,38.85,6,Wednesday,3,10,0
490-29-1201,Alex,Yangon,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00,Cash,15.34,4.761904762,0.767,6.5,11,16.107,6,Sunday,1,1,1
667-92-0055,Alex,Yangon,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02:00,Ewallet,598.98,4.761904762,29.949,8.5,15,628.929,4,Monday,3,10,0
565-17-3836,Alex,Yangon,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21:00,Cash,190.68,4.761904762,9.534,9.1,14,200.214,12,Tuesday,3,11,0
498-41-1961,Cairo,Mandalay,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2019-02-20,18:01:00,Cash,333.4,4.761904762,16.67,7.6,18,350.07000000000005,20,Wednesday,2,8,0
593-95-4461,Giza,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,3.743,78.603,2019-03-24,14:49:00,Cash,74.86,4.761904762,3.743,6.9,14,78.603,24,Sunday,3,12,1
226-71-3580,Giza,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,213.75,4.761904762,10.6875,9.5,12,224.4375,31,Thursday,1,5,0
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,339.57,4.761904762,16.9785,5.2,13,356.5485,25,Friday,1,4,0
430-60-3493,Alex,Yangon,Member,Female,Home and lifestyle,94.88,7,33.208,697.368,2019-02-03,14:38:00,Cash,664.16,4.761904762,33.208,4.2,14,697.3679999999999,3,Sunday,2,5,1
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,17:37:00,Credit card,403.0,4.761904762,20.15,7.0,17,423.15,24,Thursday,1,4,0
558-80-4082,Giza,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,204.6975,2019-03-14,17:20:00,Ewallet,194.95,4.761904762,9.7475,6.0,17,204.69750000000002,14,Thursday,3,11,0
278-97-7759,Alex,Yangon,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29:00,Cash,62.48,4.761904762,3.124,4.7,20,65.604,18,Monday,2,8,0
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00,Cash,72.72,4.761904762,3.636,7.1,10,76.356,21,Monday,1,4,0
585-03-5943,Cairo,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00,Ewallet,181.1,4.761904762,9.055,5.9,11,190.155,13,Wednesday,3,11,0
211-05-0490,Giza,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,2019-03-03,13:42:00,Cash,259.6,4.761904762,12.98,7.5,13,272.58000000000004,3,Sunday,3,9,1
727-75-6477,Giza,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.768,121.128,2019-03-29,14:44:00,Cash,115.36,4.761904762,5.768,6.4,14,121.128,29,Friday,3,13,0
744-02-5987,Alex,Yangon,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16:00,Ewallet,470.28,4.761904762,23.514,5.8,14,493.794,10,Thursday,1,2,0
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54:00,Cash,240.04,4.761904762,12.002,4.5,15,252.042,25,Friday,1,4,0
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00,Cash,88.61,4.761904762,4.4305,7.7,10,93.0405,19,Saturday,1,3,1
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,2019-01-02,18:09:00,Credit card,199.64,4.761904762,9.982,6.7,18,209.62199999999999,2,Wednesday,1,1,0
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,2019-03-12,16:46:00,Credit card,39.01,4.761904762,1.9505,4.7,16,40.960499999999996,12,Tuesday,3,11,0
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2019-02-25,15:31:00,Cash,48.61,4.761904762,2.4305,4.4,15,51.0405,25,Monday,2,9,0
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15:00,Credit card,204.76,4.761904762,10.238,4.7,17,214.998,18,Monday,3,12,0
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2019-02-23,12:29:00,Cash,119.68,4.761904762,5.984,8.6,12,125.664,23,Saturday,2,8,1
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,2019-03-26,20:14:00,Ewallet,505.4,4.761904762,25.27,4.3,20,530.6700000000001,26,Tuesday,3,13,0
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,2019-03-30,13:22:00,Cash,281.61,4.761904762,14.0805,9.6,13,295.69049999999993,30,Saturday,3,13,1
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2019-02-17,17:09:00,Cash,710.32,4.761904762,35.516,4.1,17,745.836,17,Sunday,2,7,1
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,2019-03-21,10:40:00,Ewallet,79.44,4.761904762,3.972,4.7,10,83.41199999999999,21,Thursday,3,12,0
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43:00,Cash,163.82,4.761904762,8.191,7.8,17,172.011,5,Tuesday,3,10,0
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,2019-01-31,14:04:00,Cash,479.58,4.761904762,23.979,5.5,14,503.559,31,Thursday,1,5,0
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05:00,Ewallet,138.66,4.761904762,6.933,9.7,19,145.593,5,Tuesday,2,6,0
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,2019-02-01,10:08:00,Credit card,71.15,4.761904762,3.5575,4.4,10,74.70750000000001,1,Friday,2,5,0
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,2019-03-07,13:12:00,Cash,139.95,4.761904762,6.9975,5.0,13,146.94750000000002,7,Thursday,3,10,0
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51:00,Cash,781.3,4.761904762,39.065,4.4,20,820.365,10,Sunday,2,6,1
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2019-02-14,17:29:00,Cash,198.74,4.761904762,9.937,5.2,17,208.67700000000002,14,Thursday,2,7,0
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00,Cash,63.24,4.761904762,3.162,7.3,10,66.402,9,Saturday,2,6,1
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,2019-01-10,11:34:00,Cash,373.95,4.761904762,18.6975,4.9,11,392.64750000000004,10,Thursday,1,2,0
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,2019-03-11,18:58:00,Credit card,207.69,4.761904762,10.3845,8.1,18,218.0745,11,Monday,3,11,0
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28:00,Ewallet,176.28,4.761904762,8.814,8.4,16,185.094,18,Monday,2,8,0
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26:00,Cash,206.37,4.761904762,10.3185,5.5,20,216.6885,26,Tuesday,2,9,0
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,15:08:00,Cash,39.42,4.761904762,1.971,8.4,15,41.391000000000005,18,Friday,1,3,0
372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03:00,Ewallet,91.56,4.761904762,4.578,9.8,18,96.138,15,Friday,2,7,0
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,2019-03-08,13:21:00,Cash,308.85,4.761904762,15.4425,6.7,13,324.2925,8,Friday,3,10,0
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00,Credit card,129.12,4.761904762,6.456,9.4,12,135.576,17,Thursday,1,3,0
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,2019-03-12,19:53:00,Ewallet,390.96,4.761904762,19.548,6.4,19,410.508,12,Tuesday,3,11,0
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09:00,Cash,498.9,4.761904762,24.945,5.4,19,523.845,9,Saturday,3,10,1
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30:00,Cash,377.04,4.761904762,18.852,8.6,16,395.892,12,Tuesday,3,11,0
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11:00,Credit card,204.52,4.761904762,10.226,4.0,10,214.746,25,Friday,1,4,0
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07:00,Cash,145.44,4.761904762,7.272,7.6,13,152.712,25,Monday,3,13,0
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48:00,Cash,198.18,4.761904762,9.909,6.8,18,208.089,7,Thursday,2,6,0
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2019-02-17,17:27:00,Credit card,98.7,4.761904762,4.935,9.1,17,103.63499999999999,17,Sunday,2,7,1
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,2019-02-03,15:59:00,Cash,385.1,4.761904762,19.255,5.5,15,404.35499999999996,3,Sunday,2,5,1
442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,2019-03-14,11:21:00,Credit card,46.96,4.761904762,2.348,7.9,11,49.308,14,Thursday,3,11,0
835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,2019-03-24,13:48:00,Ewallet,73.5,4.761904762,3.675,8.5,13,77.175,24,Sunday,3,12,1
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,2019-03-21,10:17:00,Credit card,142.25,4.761904762,7.1125,9.1,10,149.3625,21,Thursday,3,12,0
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,687.6,4.761904762,34.38,7.5,15,721.98,19,Tuesday,3,12,0
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2019-02-24,13:02:00,Cash,347.7,4.761904762,17.385,5.2,13,365.08500000000004,24,Sunday,2,8,1
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58:00,Credit card,142.95,4.761904762,7.1475,9.5,12,150.0975,28,Thursday,3,13,0
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,2019-02-05,15:26:00,Credit card,385.38,4.761904762,19.269,8.9,15,404.649,5,Tuesday,2,6,0
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,2019-02-10,18:23:00,Credit card,144.27,4.761904762,7.2135,7.8,18,151.48350000000002,10,Sunday,2,6,1
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,19:06:00,Ewallet,391.79,4.761904762,19.5895,8.9,19,411.37949999999995,5,Tuesday,3,10,0
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,20:21:00,Cash,538.3,4.761904762,26.915,7.7,20,565.215,15,Friday,2,7,0
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,16:24:00,Ewallet,485.15,4.761904762,24.2575,9.3,16,509.40749999999997,30,Wednesday,1,5,0
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,15:04:00,Cash,133.95,4.761904762,6.6975,6.2,15,140.64749999999998,14,Thursday,2,7,0
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,16:10:00,Ewallet,701.37,4.761904762,35.0685,7.6,16,736.4385000000001,27,Wednesday,2,9,0
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14:00,Cash,71.95,4.761904762,3.5975,7.3,12,75.5475,4,Monday,2,6,0
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00,Cash,714.0,4.761904762,35.7,4.7,10,749.7,20,Sunday,1,3,1
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,17:38:00,Cash,182.14,4.761904762,9.107,5.1,17,191.24699999999999,28,Thursday,3,13,0
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00,Credit card,135.0,4.761904762,6.75,4.8,11,141.75,27,Wednesday,2,9,0
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,14:53:00,Credit card,993.0,4.761904762,49.65,6.6,14,1042.65,15,Friday,2,7,0
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22:00,Cash,361.83,4.761904762,18.0915,5.5,18,379.9215,26,Saturday,1,4,1
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02:00,Credit card,383.11,4.761904762,19.1555,8.5,19,402.2655,14,Thursday,3,11,0
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16:00,Cash,243.0,4.761904762,12.15,4.8,14,255.15,2,Saturday,3,9,1
320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44:00,Cash,30.24,4.761904762,1.512,8.4,15,31.752,4,Monday,3,10,0
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00,Credit card,356.56,4.761904762,17.828,7.8,12,374.388,7,Monday,1,2,0
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,20:01:00,Credit card,375.5,4.761904762,18.775,9.3,20,394.275,8,Friday,3,10,0
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45:00,Cash,954.4,4.761904762,47.72,5.2,13,1002.12,9,Wednesday,1,2,0
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40:00,Ewallet,82.5,4.761904762,4.125,6.5,15,86.625,1,Friday,3,9,0
578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58:00,Cash,74.97,4.761904762,3.7485,5.6,16,78.7185,16,Saturday,3,11,1
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12:00,Credit card,647.68,4.761904762,32.384,7.4,11,680.064,17,Sunday,2,7,1
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,15:12:00,Cash,755.76,4.761904762,37.788,9.1,15,793.548,27,Wednesday,2,9,0
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,20:37:00,Ewallet,199.58,4.761904762,9.979,8.0,20,209.55900000000003,7,Thursday,3,10,0
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44:00,Cash,439.32,4.761904762,21.966,7.2,17,461.286,21,Monday,1,4,0
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,16:23:00,Cash,164.96,4.761904762,8.248,7.1,16,173.208,19,Tuesday,2,8,0
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,12:12:00,Cash,326.72,4.761904762,16.336,9.1,12,343.05600000000004,6,Sunday,1,1,1
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33:00,Cash,461.88,4.761904762,23.094,5.6,19,484.974,14,Thursday,3,11,0
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00,Cash,263.76,4.761904762,13.188,6.0,10,276.948,24,Sunday,3,12,1
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28:00,Cash,143.6,4.761904762,7.18,5.4,14,150.78,27,Sunday,1,4,1
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46:00,Credit card,193.5,4.761904762,9.675,7.8,12,203.175,6,Wednesday,3,10,0
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,19:40:00,Cash,183.82,4.761904762,9.191,9.9,19,193.01100000000002,2,Saturday,2,5,1
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39:00,Credit card,121.92,4.761904762,6.096,4.9,19,128.016,25,Friday,1,4,0
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54:00,Ewallet,420.66,4.761904762,21.033,5.2,17,441.693,14,Thursday,3,11,0
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00,Cash,252.48,4.761904762,12.624,8.9,12,265.104,29,Tuesday,1,5,0
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,16:47:00,Credit card,335.45,4.761904762,16.7725,9.1,16,352.2225,3,Thursday,1,1,0
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00,Ewallet,483.5,4.761904762,24.175,7.0,12,507.675,14,Monday,1,3,0
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,19:50:00,Credit card,318.42,4.761904762,15.921,9.6,19,334.341,5,Saturday,1,1,1
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17:00,Ewallet,668.43,4.761904762,33.4215,8.7,18,701.8515,22,Friday,2,8,0
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,17:20:00,Ewallet,387.92,4.761904762,19.396,9.4,17,407.31600000000003,6,Wednesday,2,6,0
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,13:32:00,Credit card,94.6,4.761904762,4.73,4.0,13,99.33,30,Wednesday,1,5,0
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00,Credit card,329.32,4.761904762,16.466,7.5,10,345.786,11,Friday,1,2,0
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35:00,Cash,53.22,4.761904762,2.661,4.2,14,55.881,19,Tuesday,3,12,0
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00,Cash,498.45,4.761904762,24.9225,9.9,12,523.3725,14,Monday,1,3,0
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,15:32:00,Ewallet,299.56,4.761904762,14.978,4.2,15,314.538,1,Friday,3,9,0
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58:00,Ewallet,204.7,4.761904762,10.235,9.9,13,214.935,6,Sunday,1,1,1
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,13:19:00,Cash,75.82,4.761904762,3.791,5.8,13,79.61099999999999,31,Thursday,1,5,0
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37:00,Cash,280.62,4.761904762,14.031,6.0,13,294.651,11,Monday,3,11,0
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49:00,Credit card,323.2,4.761904762,16.16,10.0,16,339.36,20,Wednesday,2,8,0
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,14:55:00,Ewallet,486.63,4.761904762,24.3315,9.5,14,510.9615,27,Sunday,1,4,1
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04:00,Credit card,127.54,4.761904762,6.377,6.6,14,133.917,10,Sunday,3,10,1
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,12:31:00,Cash,241.44,4.761904762,12.072,8.1,12,253.512,15,Friday,2,7,0
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51:00,Cash,379.5,4.761904762,18.975,9.7,14,398.475,26,Saturday,1,4,1
563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,18:27:00,Ewallet,76.82,4.761904762,3.841,7.2,18,80.66099999999999,13,Wednesday,2,7,0
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,12:45:00,Credit card,522.6,4.761904762,26.13,6.2,12,548.73,9,Saturday,3,10,1
885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,10:36:00,Ewallet,79.74,4.761904762,3.987,7.3,10,83.72699999999999,6,Wednesday,3,10,0
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36:00,Ewallet,387.5,4.761904762,19.375,4.3,20,406.875,24,Thursday,1,4,0
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,14:16:00,Ewallet,271.35,4.761904762,13.5675,4.6,14,284.9175,13,Wednesday,3,11,0
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,10:26:00,Cash,122.31,4.761904762,6.1155,5.8,10,128.4255,15,Friday,3,11,0
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,13:30:00,Credit card,246.36,4.761904762,12.318,8.3,13,258.678,5,Tuesday,3,10,0
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,16:28:00,Cash,173.16,4.761904762,8.658,8.0,16,181.81799999999998,4,Monday,3,10,0
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18:00,Credit card,236.58,4.761904762,11.829,9.4,20,248.409,25,Monday,3,13,0
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04:00,Credit card,184.88,4.761904762,9.244,6.2,20,194.124,12,Tuesday,3,11,0
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,13:38:00,Ewallet,13.98,4.761904762,0.699,9.8,13,14.679,4,Monday,2,6,0
